ff_id,SC15,SC15_SE,SC9,SC9_SE,PAF,PAF_SE,city
1,-0.958,0.452,-0.161,0.98,-0.029,0.363,1
2,-0.209,0.47,-0.952,0.465,-0.473,0.332,1
4,-0.597,0.452,0.048,0.525,-1.634,0.3,1
5,-0.854,0.45,0.742,0.66,-1.13,0.319,1
6,-0.472,0.464,-0.988,0.495,0.735,0.431,1
7,-0.588,0.848,-0.172,0.988,-1.048,0.325,1
8,-1.071,0.437,0.236,0.567,-0.402,0.338,1
11,-0.282,0.462,-0.936,0.506,-0.877,0.323,1
13,-0.665,0.447,-0.16,0.98,-0.702,0.331,1
16,1.283,0.693,0.332,0.986,1.671,0.612,1
19,-0.886,0.45,-0.087,0.505,-1.145,0.314,1
20,-2.438,0.487,-0.917,0.47,-1.169,0.312,1
21,0.722,0.582,0.109,0.982,-0.153,0.361,1
22,0.279,0.513,0.854,0.679,-0.392,0.33,1
23,0.064,0.986,0.311,0.578,0.051,0.991,1
24,0.921,0.612,-0.304,0.504,0.658,0.424,1
26,-0.913,0.446,-0.659,0.475,-0.791,0.323,1
28,0.417,0.527,0.099,0.982,0.424,0.393,1
29,-0.142,0.473,-0.804,0.481,0.179,0.381,1
30,-1.47,0.43,-0.361,0.98,-1.649,0.3,1
31,-0.468,0.456,-0.099,0.495,0.413,0.407,1
34,-0.026,0.984,-0.126,0.518,-0.021,0.99,1
38,-0.342,0.466,-1.161,0.454,-1.195,0.317,1
41,-0.956,0.439,-0.062,0.505,0.336,0.384,1
42,0.696,0.576,0.887,0.684,-0.42,0.333,1
43,0.434,0.542,-0.47,0.475,-1.194,0.311,1
44,-0.032,0.984,-0.156,0.515,-0.026,0.99,1
45,1.251,0.683,-0.018,0.544,1.653,0.607,1
46,0.064,0.986,0.311,0.578,0.051,0.991,1
47,-2.143,0.444,-1.113,0.454,-1.522,0.31,1
48,-0.392,0.467,0.762,0.663,-1.589,0.298,1
49,1.142,0.655,0.541,0.599,1.202,0.511,1
52,0.204,0.508,0.024,0.521,-0.578,0.331,1
54,0.709,0.579,0.103,0.982,-0.202,0.337,1
55,-0.887,0.447,-0.265,0.98,-1.655,0.31,1
56,-0.176,0.983,-0.856,0.465,-0.141,0.989,1
58,0.699,0.576,0.474,0.591,-0.318,0.34,1
59,1.177,0.668,-0.861,0.455,1.613,0.599,1
61,-0.113,0.474,-0.006,0.981,0.176,0.376,1
63,-0.009,0.47,0.34,0.561,0.13,0.376,1
66,0.612,0.564,-0.593,0.468,-0.431,0.342,1
68,1.003,0.627,0.135,0.529,0.845,0.448,1
69,-0.116,0.473,0.835,0.675,-0.025,0.36,1
70,0.207,0.485,0.134,0.982,1.393,0.554,1
71,1.253,0.683,-0.002,0.498,1.654,0.607,1
73,0.019,0.483,-0.961,0.455,-0.909,0.315,1
74,0.639,0.568,-1.251,0.489,-0.181,0.351,1
75,0.133,0.486,-0.432,0.477,-0.097,0.355,1
77,-0.149,0.471,-0.419,0.509,-0.248,0.342,1
78,-2.882,0.533,-0.658,0.981,-2.53,0.295,1
79,0.915,0.612,0.189,0.983,0.531,0.405,1
81,-0.149,0.473,-0.027,0.981,-0.028,0.363,1
82,0.196,0.509,-0.011,0.981,-0.605,0.335,1
83,0.108,0.488,-0.253,0.509,-0.583,0.328,1
84,-0.572,0.462,-0.098,0.98,-0.046,0.346,1
86,0.696,0.576,0.887,0.684,-0.419,0.333,1
87,0.339,0.502,0.885,0.684,0.368,0.398,1
88,0.025,0.482,-0.231,0.499,-0.723,0.32,1
89,-0.799,0.441,-0.166,0.535,-0.425,0.344,1
90,-0.129,0.983,-0.628,0.476,-0.103,0.989,1
91,-0.294,0.467,-0.993,0.456,-0.952,0.323,1
93,0.178,0.989,0.865,0.686,0.142,0.993,1
95,-0.712,0.45,0.195,0.535,-0.039,0.353,1
96,-0.185,0.47,0.807,0.67,-0.719,0.317,1
97,-0.796,0.456,-0.196,0.533,-1.843,0.299,1
98,-0.827,0.45,-1.92,0.518,-0.497,0.333,1
*,0.071,0.985,0.343,0.564,0.056,0.991,1
100,0.089,0.487,0.188,0.548,-0.781,0.327,1
101,-0.032,0.485,0.828,0.674,-0.428,0.322,1
102,0.21,0.851,0.869,0.683,0.2,0.39,1
103,-1.055,0.443,0.125,0.544,-0.924,0.318,1
104,-2.412,0.485,0.268,0.571,-1.29,0.32,1
105,-1.275,0.45,-0.054,0.518,-1.018,0.316,1
106,0.055,0.48,0.129,0.53,0.78,0.45,1
107,-0.387,0.46,-1.095,0.486,-0.865,0.322,1
109,-0.164,0.464,-0.295,0.515,0.286,0.393,1
110,-0.392,0.456,0.203,0.535,-0.417,0.336,1
112,0.66,0.571,-0.32,0.519,-0.298,0.346,1
114,-0.773,0.451,-0.159,0.98,-0.431,0.339,1
116,0.489,0.533,-0.518,0.457,0.885,0.447,1
117,-0.128,0.479,0.803,0.67,-0.945,0.317,1
118,-0.457,0.457,0.18,0.53,-0.49,0.329,1
120,-1.049,0.435,0.755,0.662,-0.263,0.343,1
122,-0.096,0.473,-0.153,0.512,0.304,0.375,1
123,0.178,0.989,0.865,0.686,0.142,0.993,1
125,0.178,0.989,0.865,0.686,0.142,0.993,1
126,1.023,0.632,-0.277,0.52,0.999,0.484,1
127,0.001,0.469,-0.619,0.456,1.329,0.543,1
128,-0.465,0.456,-0.364,0.505,0.492,0.408,1
130,0.109,0.483,0.886,0.684,0.915,0.474,1
132,-0.239,0.462,-1.09,0.478,0.016,0.356,1
133,-0.163,0.472,-0.77,0.455,0.054,0.36,1
135,-0.381,0.458,0.193,0.53,-0.031,0.353,1
136,-0.456,0.452,0.204,0.535,-0.202,0.351,1
137,-1.549,0.424,-0.876,0.456,-0.849,0.318,1
139,-0.964,0.449,-0.818,0.473,-1.474,0.309,1
144,-0.505,0.459,-2.259,0.563,0.355,0.404,1
146,-0.34,0.457,0.811,0.671,-0.233,0.347,1
147,-0.375,0.459,0.832,0.675,0.468,0.402,1
148,0.375,0.522,0.877,0.683,0.059,0.367,1
149,-0.036,0.985,-0.174,0.549,-0.029,0.991,1
150,0.061,0.987,0.298,0.625,0.049,0.992,1
151,0.33,0.512,-0.142,0.485,-0.141,0.357,1
152,0.014,0.985,0.071,0.528,0.012,0.99,1
156,0.325,0.518,-0.788,0.456,0.185,0.383,1
158,-0.25,0.461,0.292,0.572,-0.029,0.358,1
159,0.695,0.575,0.26,0.539,-0.288,0.335,1
160,0.608,0.563,-0.198,0.501,-0.529,0.329,1
161,-1.5,0.494,-0.636,0.467,-0.513,0.342,1
162,-0.07,0.474,-1.141,0.455,0.353,0.371,1
164,0.435,0.523,-0.499,0.476,0.437,0.408,1
165,-0.79,0.45,-0.322,0.49,-0.499,0.337,1
166,-0.56,0.452,-0.245,0.5,-0.285,0.334,1
167,-0.621,0.457,-1.321,0.455,-0.548,0.337,1
168,0.052,0.491,-0.159,0.513,-1.537,0.304,1
170,-2.036,0.439,0.022,0.55,-2.662,0.296,1
171,0.874,0.603,0.924,0.691,0.23,0.388,1
172,0.397,0.518,-0.103,0.516,0.169,0.375,1
173,-0.515,0.459,-0.098,0.98,-0.172,0.357,1
175,0.847,0.599,0.247,0.569,0.282,0.39,1
177,0.002,0.985,0.011,0.56,0.002,0.991,1
178,1.283,0.693,0.332,0.986,1.671,0.612,1
179,-0.234,0.47,0.176,0.548,-0.556,0.328,1
181,-0.237,0.47,-1.359,0.492,-1.157,0.31,1
182,0.285,0.514,0.856,0.679,-0.363,0.345,1
183,0.178,0.989,0.865,0.686,0.142,0.993,1
185,0.372,0.505,-0.523,0.457,0.839,0.456,1
187,-0.823,0.441,-0.326,0.48,-0.544,0.319,1
188,-0.599,0.457,0.168,0.529,-0.733,0.328,1
190,1.283,0.693,0.332,0.986,1.671,0.612,1
191,-0.114,0.475,-0.013,0.555,-0.75,0.322,1
194,1.094,0.649,0.261,0.984,1.113,0.511,1
195,-0.367,0.46,-0.053,0.518,0.711,0.443,1
197,0.148,0.49,-0.133,0.515,-0.398,0.336,1
198,-0.313,0.458,0.818,0.672,-0.07,0.364,1
200,-1.18,0.434,0.717,0.656,-1.126,0.315,1
202,-1.835,0.437,-1.009,0.506,-1.121,0.314,1
203,0.214,0.493,-0.018,0.507,-0.077,0.359,1
204,0.234,0.506,0.897,0.686,0.946,0.478,1
205,-1.581,0.427,-0.83,0.498,-1.477,0.306,1
206,-0.243,0.984,-1.182,0.5,-0.194,0.99,1
207,-2.004,0.47,-1.633,0.518,0.601,0.431,1
209,-0.728,0.451,-0.125,0.98,-0.066,0.361,1
210,0.056,0.485,-1.005,0.503,-0.701,0.328,1
211,1.283,0.693,0.332,0.986,1.671,0.612,1
212,-0.698,0.452,-0.108,0.98,0.114,0.372,1
213,0.178,0.989,0.865,0.686,0.142,0.993,1
216,-0.959,0.449,-0.608,0.505,-1.489,0.305,1
217,-0.006,0.488,0.828,0.674,-0.501,0.337,1
218,0.784,0.589,0.238,0.568,0.051,0.364,1
219,-0.507,0.454,-0.154,0.513,1.225,0.527,1
221,0.422,0.521,-0.511,0.508,0.375,0.394,1
222,-0.533,0.451,0.292,0.557,-0.697,0.329,1
226,0.178,0.989,0.865,0.686,0.142,0.993,1
227,0.531,0.521,0.193,0.982,1.473,0.568,1
228,0.672,0.572,0.47,0.591,-0.423,0.339,1
230,-0.167,0.984,-0.811,0.483,-0.133,0.99,1
231,0.237,0.51,0.844,0.677,-0.591,0.33,1
232,-0.852,0.452,-0.001,0.52,0.595,0.422,1
234,0.178,0.989,0.865,0.686,0.142,0.993,1
237,0.666,0.558,0.218,0.983,1.507,0.576,1
238,0.046,0.483,-0.082,0.497,-0.642,0.326,1
239,-0.075,0.474,0.836,0.675,-0.101,0.355,1
242,1.162,0.661,0.168,0.549,1.344,0.548,1
243,-1.38,0.451,-1.611,0.488,-0.86,0.32,1
244,0.605,0.563,0.459,0.59,-0.683,0.329,1
245,-0.816,0.449,-0.373,0.48,-0.565,0.328,1
246,-0.436,0.455,0.265,0.57,-0.694,0.326,1
248,-1.737,0.446,-0.663,0.482,0.615,0.439,1
249,-0.492,0.451,-0.154,0.514,-0.346,0.345,1
250,-0.665,0.443,0.773,0.665,-0.603,0.329,1
251,-1.578,0.436,-0.945,0.456,-0.374,0.344,1
252,0.454,0.53,-0.437,0.476,0.709,0.428,1
253,-0.216,0.465,-1.251,0.471,1.267,0.534,1
254,0.526,0.54,0.152,0.982,0.905,0.47,1
255,0.114,0.485,0.098,0.981,1.113,0.505,1
258,-0.094,0.984,-0.456,0.489,-0.075,0.99,1
259,0.267,0.508,0.01,0.981,-0.483,0.332,1
263,0.276,0.497,0.356,0.562,0.162,0.382,1
264,0.092,0.986,0.448,0.592,0.074,0.991,1
267,-1.487,0.427,-2.353,0.572,-1.282,0.312,1
269,0.008,0.495,-1.203,0.487,-1.299,0.314,1
271,0.302,0.499,0.234,0.532,0.321,0.392,1
272,1.153,0.659,0.152,0.53,1.32,0.538,1
274,-1.753,0.431,-1.251,0.471,-1.024,0.316,1
275,-0.515,0.458,0.793,0.668,-0.367,0.335,1
276,-0.235,0.46,0.84,0.676,0.398,0.403,1
277,-0.995,0.448,-0.507,0.485,-0.839,0.323,1
278,-0.839,0.839,-0.602,0.457,-1.418,0.315,1
279,-1.109,0.455,-0.113,0.515,-1.198,0.309,1
280,0.783,0.588,0.905,0.688,-0.097,0.353,1
281,-1.027,0.444,-0.265,0.98,-1.33,0.315,1
285,0.04,0.986,0.196,0.568,0.032,0.991,1
287,-1.517,0.438,0.692,0.652,-1.155,0.31,1
288,0.633,0.567,0.873,0.682,-0.663,0.325,1
289,-0.071,0.983,-0.344,0.474,-0.056,0.989,1
291,-0.788,0.456,0.153,0.532,-1.87,0.298,1
292,-0.787,0.456,-0.6,0.496,-1.706,0.307,1
293,-0.054,0.479,-0.02,0.555,-1.199,0.31,1
294,1.066,0.639,0.963,0.698,0.872,0.472,1
295,-0.507,0.458,-0.494,0.485,-0.039,0.369,1
296,0.045,0.497,-0.095,0.496,-1.347,0.311,1
297,-2.412,0.476,-0.769,0.466,-1.59,0.309,1
298,-0.831,0.45,0.154,0.529,-0.858,0.325,1
299,-1.508,0.449,-2.028,0.52,-1.196,0.312,1
301,-0.278,0.469,-0.397,0.479,-0.681,0.328,1
302,0.595,0.563,0.053,0.982,-0.638,0.319,1
304,-0.643,0.455,0.009,0.522,-1.492,0.308,1
305,-0.456,0.46,-0.063,0.98,0.175,0.38,1
306,-0.411,0.459,-0.347,0.471,0.506,0.416,1
307,-0.21,0.463,-0.038,0.98,-0.043,0.355,1
309,-0.401,0.461,-0.149,0.98,-1.15,0.318,1
312,-0.676,0.451,-0.306,0.48,0.297,0.395,1
313,-1.594,0.427,0.175,0.562,-1.783,0.301,1
315,-0.147,0.464,0.839,0.676,0.143,0.374,1
317,-0.547,0.451,0.773,0.665,-0.886,0.323,1
318,-0.894,0.439,-0.925,0.506,1.129,0.513,1
319,0.45,0.544,-0.536,0.498,-1.113,0.316,1
320,-0.537,0.458,0.787,0.667,-0.493,0.332,1
321,-1.346,0.434,0.691,0.652,-1.563,0.307,1
322,-0.741,0.45,0.773,0.665,-0.43,0.33,1
324,-0.015,0.984,-0.073,0.499,-0.012,0.99,1
325,-1.895,0.45,-1.247,0.488,-1.71,0.305,1
326,0.099,0.487,-0.432,0.47,-0.596,0.327,1
327,-0.579,0.452,0.199,0.531,0.7,0.44,1
330,0.73,0.581,-0.532,0.475,0.016,0.363,1
331,-0.66,0.457,-0.584,0.506,-0.944,0.324,2
332,0.959,0.621,0.207,0.983,0.679,0.433,2
333,0.178,0.989,0.865,0.686,0.142,0.993,2
334,-0.209,0.47,0.8,0.669,-0.852,0.325,2
335,0.928,0.612,0.935,0.693,0.416,0.392,2
336,-0.531,0.453,0.765,0.664,-1.164,0.314,2
337,0.597,0.549,0.185,0.983,1.213,0.521,2
339,-0.341,0.466,-0.175,0.513,-1.404,0.313,2
340,-0.063,0.49,-1.748,0.492,-1.55,0.305,2
341,0.178,0.989,0.865,0.686,0.142,0.993,2
342,-0.505,0.458,-0.02,0.555,-0.127,0.358,2
343,-0.7,0.452,-0.582,0.496,-0.903,0.323,2
344,-0.798,0.455,0.793,0.668,0.312,0.387,2
345,-0.114,0.984,-0.555,0.505,-0.091,0.99,2
346,-0.425,0.452,0.807,0.671,-0.137,0.349,2
347,0.04,0.986,0.196,0.568,0.032,0.991,2
348,-1.11,0.429,-0.044,0.518,-0.936,0.321,2
349,-1.101,0.431,0.176,0.53,0.824,0.462,2
351,-1.119,0.442,-0.268,0.98,-1.155,0.317,2
352,-0.126,0.984,-0.61,0.477,-0.1,0.99,2
353,-0.654,0.457,-0.881,0.472,-0.839,0.32,2
354,0.418,0.508,0.906,0.687,0.764,0.44,2
355,0.673,0.574,0.088,0.982,-0.336,0.343,2
357,0.162,0.85,-0.024,0.52,0.304,0.393,2
358,-0.335,0.461,-1.824,0.542,-0.396,0.343,2
359,0.064,0.986,0.311,0.578,0.051,0.991,2
360,0.498,0.55,-0.451,0.478,-0.927,0.321,2
361,0.178,0.989,0.865,0.686,0.142,0.993,2
362,-0.317,0.984,-1.541,0.511,-0.253,0.99,2
364,-0.751,0.447,-0.527,0.506,1.166,0.519,2
366,0.618,0.551,-0.6,0.464,1.476,0.57,2
367,-0.188,0.47,-0.624,0.468,-0.423,0.34,2
368,-0.091,0.467,0.426,0.586,-0.361,0.343,2
369,0.724,0.58,-0.185,0.502,-0.08,0.354,2
371,-0.48,0.454,-0.579,0.457,-0.782,0.328,2
372,-0.061,0.984,-0.297,0.493,-0.049,0.99,2
374,0.044,0.985,0.215,0.535,0.035,0.99,2
375,-0.368,0.46,-0.326,0.49,-0.913,0.319,2
376,0.38,0.522,0.236,0.533,0.22,0.381,2
377,1.112,0.649,0.972,0.7,1.017,0.497,2
378,0.254,0.496,0.864,0.68,-0.063,0.348,2
379,0.791,0.591,-0.575,0.477,0.253,0.392,2
380,-1.243,0.437,-0.948,0.456,-1.354,0.314,2
381,-0.145,0.472,0.328,0.56,-0.078,0.351,2
383,0.349,0.521,0.066,0.981,0.112,0.371,2
384,-0.194,0.984,-0.942,0.483,-0.155,0.99,2
385,-0.261,0.469,0.274,0.571,-0.729,0.322,2
386,0.641,0.568,-0.683,0.511,-0.296,0.333,2
388,0.391,0.5,0.91,0.688,0.966,0.481,2
389,-1.387,0.444,0.745,0.661,0.208,0.382,2
390,-0.128,0.466,0.426,0.586,-0.269,0.345,2
391,0.285,0.498,-0.008,0.507,0.286,0.394,2
392,-0.386,0.461,-0.14,0.98,-1.063,0.319,2
393,0.178,0.989,0.865,0.686,0.142,0.993,2
394,0.178,0.989,0.865,0.686,0.142,0.993,2
395,1.119,0.651,-0.015,0.498,1.249,0.524,2
396,-0.071,0.983,-0.344,0.474,-0.056,0.989,2
397,0.82,0.595,-0.426,0.496,0.327,0.397,2
398,-1.328,0.43,0.713,0.656,-0.918,0.319,2
399,0.099,0.501,-1.146,0.455,-0.846,0.326,2
401,0.941,0.619,-1.285,0.482,0.94,0.486,2
402,-0.699,0.457,0.743,0.66,-1.463,0.31,2
403,0.934,0.614,0.271,0.535,0.58,0.428,2
404,-0.011,0.47,0.234,0.537,0.139,0.373,2
405,-0.337,0.457,0.812,0.671,-0.21,0.346,2
407,-0.962,0.441,-0.045,0.553,-0.186,0.343,2
408,-1.404,0.452,-0.46,0.493,0.204,0.392,2
409,0.107,0.501,0.195,0.531,-1.093,0.309,2
410,-0.119,0.472,-0.046,0.518,-0.16,0.351,2
411,-0.211,0.462,0.016,0.981,0.714,0.439,2
412,-0.519,0.456,-1.149,0.495,-0.579,0.327,2
413,-0.976,0.443,0.371,0.581,-0.47,0.332,2
414,0.686,0.574,-0.105,0.516,-0.242,0.34,2
415,1.033,0.632,0.283,0.535,0.91,0.462,2
417,0.348,0.52,-1.462,0.477,0.437,0.396,2
421,0.63,0.545,0.932,0.692,1.01,0.488,2
423,1.135,0.654,0.977,0.701,1.087,0.505,2
425,0.687,0.574,0.885,0.684,-0.452,0.324,2
426,0.252,0.492,-0.734,0.48,0.596,0.426,2
427,0.979,0.667,0.946,0.697,0.587,0.906,2
428,-1.723,0.443,-0.752,0.499,-1.706,0.306,2
429,-1.383,0.43,-0.705,0.473,-0.985,0.318,2
430,-0.061,0.984,-0.297,0.517,-0.049,0.99,2
435,-1.395,0.445,-0.311,0.98,-1.113,0.306,2
437,0.412,0.509,0.132,0.982,0.899,0.468,2
438,0.178,0.989,0.865,0.686,0.142,0.993,2
439,0.437,0.511,0.145,0.982,1.02,0.477,2
441,-1.634,0.437,-0.056,0.56,-1.158,0.312,2
442,-0.234,0.47,-0.496,0.478,-0.411,0.338,2
443,0.231,0.852,0.872,0.684,0.238,0.394,2
444,1.06,0.639,-0.007,0.5,1.06,0.494,2
445,1.052,0.636,0.391,0.582,0.948,0.474,2
446,0.99,0.624,-0.098,0.486,0.85,0.452,2
448,0.172,0.488,0.22,0.532,-0.032,0.367,2
450,0.804,0.592,0.123,0.545,0.15,0.377,2
452,-0.279,0.459,0.828,0.674,0.131,0.37,2
453,0.383,0.507,-1.376,0.491,1.077,0.491,2
454,-0.522,0.447,-0.116,0.98,-0.412,0.336,2
455,0.382,0.537,-1.973,0.519,-1.096,0.31,2
458,-0.624,0.457,0.38,0.581,-0.933,0.324,2
459,1.347,0.703,1.018,0.709,1.706,0.618,2
460,-0.664,0.457,-0.72,0.494,-0.933,0.325,2
461,-0.284,0.461,0.188,0.53,-0.529,0.332,2
462,1.304,0.693,0.564,0.601,1.682,0.613,2
464,0.634,0.567,0.008,0.509,-0.472,0.337,2
465,-0.158,0.472,-2.246,0.562,0.093,0.374,2
470,-0.358,0.459,0.058,0.541,-0.096,0.352,2
471,1.034,0.636,0.237,0.984,0.925,0.466,2
472,-0.145,0.472,0.828,0.674,-0.187,0.35,2
473,0.76,0.585,-0.12,0.558,0.042,0.369,2
474,0.907,0.612,0.186,0.983,0.505,0.415,2
475,0.076,0.493,-0.362,0.478,0.404,0.404,2
478,-0.91,0.451,-0.241,0.98,-1.262,0.313,2
479,0.847,0.599,0.919,0.69,0.137,0.37,2
480,-0.558,0.457,-0.462,0.47,-0.875,0.322,2
481,0.994,0.625,0.41,0.567,0.753,0.448,2
482,0.477,0.514,0.253,0.553,1.198,0.519,2
483,-0.197,0.463,-0.034,0.506,0.038,0.372,2
484,-1.2,0.436,-0.929,0.485,-1,0.312,2
487,-2.327,0.473,-0.47,0.98,-1.178,0.315,2
489,1.347,0.703,1.018,0.709,1.706,0.618,2
491,1.062,0.638,0.962,0.698,0.857,0.463,2
492,-0.825,0.457,-0.113,0.98,0.339,0.403,2
493,-1.354,0.43,-0.825,0.455,-0.766,0.324,2
495,-0.42,0.459,0.218,0.536,0.334,0.398,2
496,0.175,0.488,-0.424,0.47,0.122,0.372,2
498,-0.058,0.984,-0.284,0.493,-0.047,0.99,2
499,-0.311,0.462,0.29,0.557,-1.316,0.306,2
500,0.092,0.986,0.448,0.592,0.074,0.991,2
503,0.95,0.616,0.94,0.694,0.49,0.412,2
504,1.281,0.688,0.311,0.537,1.669,0.61,2
505,0.319,0.517,0.353,0.562,-0.089,0.354,2
506,0.929,0.611,0.373,0.58,0.541,0.389,2
507,0.158,0.491,0,0.981,-0.373,0.338,2
509,1.281,0.689,0.306,0.575,1.669,0.61,2
510,-0.728,0.457,-0.877,0.471,-1.287,0.309,2
512,-0.297,0.47,-0.11,0.98,-0.855,0.318,2
513,0.761,0.585,0.249,0.533,-0.036,0.364,2
514,0.064,0.986,0.311,0.578,0.051,0.991,2
515,0.3,0.499,0.361,0.562,0.284,0.383,2
516,0.007,0.477,0.869,0.681,0.662,0.435,2
517,0.943,0.619,-1.383,0.483,0.967,0.48,2
518,0.876,0.605,-0.656,0.512,0.577,0.424,2
519,-0.951,0.454,-0.402,0.504,-0.369,0.337,2
522,0.096,0.5,-1.056,0.455,-0.882,0.325,2
524,-0.38,0.465,-1.795,0.558,-1.281,0.312,2
525,1.228,0.674,0.995,0.704,1.365,0.549,2
526,-0.511,0.454,-2.282,0.565,-0.604,0.328,2
527,0.85,0.599,-0.483,0.476,0.449,0.387,2
528,0.711,0.561,0.957,0.697,1.535,0.58,2
531,-0.005,0.984,-0.027,0.509,-0.004,0.99,2
532,0.217,0.49,0.865,0.68,0.07,0.369,2
533,0.47,0.533,-1.139,0.47,0.935,0.474,2
534,-0.225,0.984,-1.093,0.48,-0.18,0.99,2
535,-0.365,0.843,0.157,0.562,-0.707,0.336,2
536,0.178,0.989,0.865,0.686,0.142,0.993,2
537,-0.074,0.984,-0.358,0.508,-0.059,0.99,2
538,0.57,0.559,0.86,0.68,-0.913,0.334,2
539,0.981,0.623,0.946,0.695,0.596,0.43,2
541,0.608,0.563,0.043,0.522,-0.583,0.328,2
542,-0.237,0.463,-0.053,0.98,-0.194,0.342,2
544,-0.321,0.457,-0.546,0.497,0.174,0.36,2
545,-0.752,0.447,-2.306,0.567,-1.068,0.309,2
546,-0.425,0.461,-0.162,0.98,-1.287,0.315,2
548,1.283,0.693,0.332,0.986,1.671,0.612,2
550,-0.235,0.463,0.872,0.681,1.307,0.54,2
551,-0.047,0.475,0.315,0.574,0.476,0.411,2
552,-0.769,0.446,0.811,0.671,0.758,0.451,2
555,0.412,0.527,0.097,0.982,0.4,0.406,2
557,0.014,0.483,-0.267,0.49,-1.085,0.313,2
558,0.176,0.491,-1.125,0.454,-0.04,0.362,2
560,0.875,0.603,0.161,0.532,0.398,0.391,2
561,-0.925,0.444,0.247,0.568,-0.301,0.337,2
562,0.228,0.494,0.211,0.55,-0.054,0.351,2
564,0.95,0.617,0.293,0.542,0.631,0.423,2
565,0.195,0.489,-0.535,0.503,0.252,0.374,2
566,-0.234,0.984,-1.135,0.483,-0.186,0.99,2
567,0.794,0.591,0.907,0.688,-0.055,0.366,2
568,-0.156,0.466,-0.049,0.98,-0.33,0.335,2
570,0.789,0.59,-0.316,0.489,0.189,0.385,2
571,-0.622,0.457,-1.082,0.589,-0.604,0.332,2
573,-0.36,0.459,0.319,0.559,0.064,0.368,2
575,-0.032,0.476,0.444,0.588,0.229,0.39,2
576,0.147,0.505,-0.036,0.981,-0.842,0.318,2
578,-0.156,0.476,0.769,0.664,-1.932,0.311,2
579,-0.241,0.462,-0.552,0.474,-0.112,0.357,2
581,-0.675,0.457,-0.052,0.552,-1.149,0.305,2
582,1.347,0.703,1.018,0.709,1.706,0.618,2
583,-0.415,0.458,0.165,0.562,-0.233,0.352,2
584,0.957,0.619,-0.056,0.506,0.73,0.449,2
585,-0.085,0.984,-0.413,0.512,-0.068,0.99,2
586,-0.399,0.46,-0.744,0.51,-1.007,0.319,2
587,0.378,0.517,-1.009,0.454,0.277,0.38,2
588,0.951,0.618,-0.296,0.508,0.76,0.446,2
589,1.225,0.677,-0.311,0.466,1.639,0.604,2
590,-0.229,0.984,-1.115,0.482,-0.183,0.99,2
591,1.078,0.646,0.255,0.984,1.064,0.502,2
593,-1.257,0.445,0.023,0.538,0.36,0.399,2
595,0.864,0.603,-0.609,0.475,0.524,0.417,2
596,0.051,0.483,-0.292,0.481,-0.572,0.329,2
598,-0.072,0.984,-0.349,0.521,-0.057,0.99,2
599,-0.112,0.984,-0.544,0.509,-0.089,0.99,2
600,-1.463,0.441,-0.598,0.474,-0.056,0.339,2
601,1.172,0.666,0.29,0.985,1.348,0.549,2
602,-0.038,0.985,-0.185,0.543,-0.03,0.99,2
603,-1.21,0.437,0.108,0.543,-1.368,0.306,2
604,-0.467,0.457,0.266,0.57,-0.567,0.33,2
605,0.006,0.477,0.868,0.681,0.656,0.437,2
608,0.149,0.488,0.017,0.981,-0.112,0.354,2
609,0.69,0.577,0.095,0.982,-0.272,0.348,2
610,0.007,0.479,-0.796,0.456,0.712,0.448,2
611,-0.052,0.984,-0.251,0.493,-0.041,0.99,2
612,-1.385,0.432,-0.313,0.98,-1.171,0.317,2
613,-0.903,0.447,-0.264,0.498,-1.018,0.315,2
614,-0.315,0.461,-0.533,0.49,-0.555,0.331,2
616,-0.468,0.986,-2.274,0.568,-0.374,0.991,2
617,-0.349,0.466,0.023,0.522,-1.493,0.305,2
619,-0.668,0.457,-0.394,0.512,-1.033,0.314,2
622,0.756,0.584,0.234,0.568,-0.05,0.36,2
623,0.747,0.584,-1.059,0.469,0.193,0.381,2
625,0.465,0.531,0.899,0.686,0.47,0.411,2
626,-0.532,0.458,0.788,0.667,-0.465,0.337,2
627,-0.02,0.473,0.762,0.716,1.047,0.503,2
628,-0.317,0.458,0.321,0.559,0.017,0.368,2
629,-0.131,0.983,-0.636,0.458,-0.105,0.989,2
632,0.458,0.53,0.897,0.686,0.44,0.403,2
634,0.233,0.492,0.062,0.981,0.326,0.395,2
635,-0.2,0.462,-0.035,0.506,0.019,0.36,2
636,-1.804,0.442,0.187,0.549,-2.364,0.302,2
637,-2.348,0.484,-0.488,0.498,-1.561,0.307,2
638,-1.412,0.432,-0.33,0.98,-1.347,0.31,2
640,-0.194,0.471,0.814,0.672,-0.464,0.332,2
642,-0.509,0.451,-0.335,0.48,-0.414,0.341,2
643,0.752,0.584,-0.125,0.516,0.01,0.365,2
646,0.341,0.497,0.247,0.533,0.85,0.459,2
647,-0.301,0.466,-0.114,0.504,0.992,0.483,2
648,0.963,0.619,0.942,0.694,0.534,0.416,2
649,-0.345,0.459,-0.37,0.513,-0.536,0.325,2
650,-0.433,0.458,0.795,0.669,-0.477,0.331,2
651,0.18,0.506,0.206,0.531,-0.733,0.327,2
653,0.936,0.614,0.26,0.57,0.591,0.424,2
656,1.223,0.673,0.994,0.704,1.352,0.544,2
657,-0.089,0.474,0.843,0.677,0.128,0.376,3
658,-0.092,0.476,-0.661,0.475,-0.492,0.326,3
659,-0.947,0.449,-0.98,0.471,-1.335,0.308,3
