ff_id,SC15,SC15_SE,SC9,SC9_SE,Int15,Int15_SE,Ext15,Ext15_SE,Int9,Int9_SE,Ext9,Ext9_SE,city
4141,-1.638,0.431,-0.399,0.981,1.692,0.307,1.669,0.276,0.359,0.985,0.527,0.961,12
4143,-0.979,0.452,0.69,0.661,1.258,0.306,-0.652,0.449,1.495,0.264,0.424,0.263,12
4144,-0.67,0.457,-0.258,0.498,1.517,0.305,0.498,0.375,2.199,0.24,1.475,0.211,12
4145,-0.083,0.487,0.627,0.705,0.202,0.329,0.145,0.402,1.016,0.297,0.691,0.249,12
4146,1.103,0.669,0.959,0.71,-0.382,0.396,-1.73,0.546,1.075,0.284,-0.701,0.411,12
4148,0.706,0.598,-0.292,0.473,-0.007,0.345,0.776,0.308,0.687,0.321,1.331,0.219,12
4149,-0.753,0.455,0.809,0.682,0.199,0.336,0.076,0.397,-0.182,0.426,-0.91,0.455,12
4150,1.204,0.691,1.033,0.724,-1.079,0.523,-1.38,0.49,-0.812,0.545,-1.302,0.546,12
4152,-0.31,0.476,-0.676,0.459,1.28,0.305,0.359,0.387,0.896,0.312,1.738,0.206,12
4153,0.728,0.602,-1.218,0.481,0.028,0.346,-0.311,0.432,1.19,0.281,0.96,0.234,12
4155,-0.144,0.474,0.876,0.694,0.881,0.3,0.206,0.413,-0.865,0.557,-1.217,0.53,12
4157,-0.276,0.467,0.726,0.667,1.106,0.301,0.882,0.327,-0.036,0.421,0.98,0.23,12
4158,-0.828,0.455,-0.826,0.464,0.534,0.301,0.253,0.393,0.591,0.336,-0.007,0.303,12
4160,0.732,0.603,0.909,0.7,1.155,0.304,-0.103,0.424,-0.018,0.421,-0.669,0.41,12
4161,-0.18,0.472,-2.247,0.546,-0.042,0.33,-0.531,0.438,0.195,0.385,0.183,0.282,12
4163,0.167,0.515,0.828,0.685,-0.214,0.377,-0.496,0.421,0.057,0.401,0.152,0.291,12
4164,-1.16,0.452,-0.765,0.439,1.27,0.311,0.94,0.307,-0.298,0.456,0.192,0.275,12
4166,0.604,0.566,0.285,0.542,-1.273,0.564,-0.699,0.461,0.207,0.357,-0.787,0.429,12
4168,-1.983,0.46,-1.377,0.467,1.347,0.305,0.043,0.404,-0.68,0.522,-1.104,0.502,12
4169,-0.731,0.455,-0.372,0.458,-0.024,0.35,-0.612,0.428,-0.172,0.434,-0.434,0.36,12
4170,-0.088,0.488,-0.014,0.982,0.187,0.329,-0.144,0.414,0.029,0.985,-0.037,0.965,12
4171,-0.95,0.452,0.296,0.58,0.649,0.304,-0.432,0.414,-0.436,0.478,-0.326,0.34,12
4172,0.88,0.628,-0.643,0.453,-0.702,0.446,-0.338,0.415,0.524,0.345,0.611,0.249,12
4173,0.05,0.499,-0.318,0.486,1.301,0.308,0.492,0.381,0.754,0.318,0.773,0.245,12
4174,0.777,0.609,-0.602,0.455,-0.075,0.334,-0.031,0.393,-0.124,0.43,0.169,0.295,12
4175,0.174,0.521,-0.526,0.472,1.39,0.304,0.603,0.37,0.768,0.315,0.016,0.299,12
4176,0.333,0.535,-0.294,0.479,0.185,0.323,-0.233,0.412,1.985,0.237,1.453,0.217,12
4177,0.281,0.531,0.816,0.683,1.144,0.295,0.296,0.388,0.833,0.306,0.09,0.298,12
4178,1.058,0.66,0.99,0.716,-0.454,0.394,-1.096,0.466,-0.745,0.533,-1.003,0.473,12
4180,-0.299,0.469,0.858,0.691,-1.27,0.563,-0.877,0.455,-0.277,0.444,-0.734,0.424,12
4182,0.15,0.504,-0.544,0.478,0.046,0.366,1.01,0.329,-0.26,0.448,0.012,0.31,12
4183,0.269,0.511,0.518,0.608,-0.092,0.354,0.031,0.411,-0.996,0.566,-0.715,0.403,12
4184,-1.79,0.448,-1.1,0.452,0.901,0.3,0.004,0.403,0.357,0.364,0.778,0.247,12
4185,-0.281,0.975,-0.854,0.441,0.199,0.983,0.314,0.953,0.786,0.313,0.999,0.233,12
4187,-0.84,0.455,-0.549,0.461,1.164,0.305,-0.288,0.406,-0.981,0.58,-1.029,0.483,12
4188,0.494,0.552,0.445,0.599,-0.601,0.434,-0.747,0.431,1.237,0.271,1.01,0.229,12
4189,0.9,0.631,0.96,0.71,-0.051,0.33,0.029,0.407,-1.06,0.58,-0.849,0.435,12
4191,-0.178,0.902,0.168,0.535,0.007,0.36,0.987,0.322,0.251,0.407,0.943,0.238,12
4192,0.479,0.551,0.312,0.562,-0.547,0.413,-0.846,0.474,0.24,0.38,0.965,0.229,12
4194,-0.323,0.47,-0.196,0.501,0.193,0.335,1.612,0.282,0.129,0.378,0.513,0.263,12
4196,0.065,0.493,-0.444,0.462,0.713,0.314,0.434,0.38,0.8,0.317,0.149,0.292,12
4197,0.111,0.502,-0.728,0.439,0.622,0.307,0.211,0.393,0.229,0.385,0.59,0.258,12
4198,0.922,0.635,-0.161,0.517,-0.571,0.413,-0.34,0.43,-0.462,0.469,-0.523,0.398,12
4199,-0.072,0.487,0.237,0.574,0.532,0.315,-0.87,0.461,0.605,0.336,-0.143,0.323,12
4200,0.782,0.611,0.866,0.693,0.198,0.341,0.767,0.338,0.056,0.405,0.237,0.283,12
4201,0.758,0.917,1,0.72,-0.875,0.494,-1.852,0.558,-0.897,0.571,-1.423,0.576,12
4202,0.241,0.511,-2.19,0.54,-0.804,0.475,-0.432,0.419,0.049,0.405,-0.591,0.395,12
4203,0.306,0.514,-0.237,0.507,-0.561,0.426,-0.245,0.42,-1.37,0.653,-1.365,0.58,12
4204,0.809,0.615,0.831,0.686,0.526,0.314,-0.429,0.421,1.283,0.269,0.679,0.253,12
4207,-0.538,0.457,0.815,0.683,0.746,0.298,0.365,0.385,-0.69,0.517,-0.758,0.421,12
4208,-1.147,0.458,-1.504,0.466,1.211,0.31,0.168,0.411,-0.819,0.543,-0.609,0.398,12
4209,0.872,0.63,0.154,0.985,-0.54,0.431,0.402,0.378,-0.118,0.986,0.053,0.964,12
4210,-0.24,0.481,0.161,0.533,1.096,0.301,1.347,0.272,0.437,0.346,0.784,0.222,12
4211,-0.809,0.455,-0.185,0.477,0.261,0.359,0.521,0.374,-0.423,0.477,0.579,0.257,12
4212,0.474,0.533,0.833,0.686,-0.909,0.481,-0.765,0.448,0.562,0.34,0.598,0.259,12
4213,-0.699,0.456,0.857,0.691,0.198,0.311,-0.409,0.422,-1.313,0.65,-1.444,0.596,12
4214,0.897,0.629,0.295,0.543,0.23,0.317,-1.161,0.476,-0.522,0.491,-0.804,0.418,12
4215,-0.487,0.461,-1.084,0.477,0.603,0.292,-0.348,0.425,-0.498,0.489,-0.507,0.371,12
4216,-0.109,0.976,-0.55,0.472,0.254,0.983,-0.204,0.957,1.179,0.283,0.093,0.308,12
4217,0.802,0.613,0.04,0.513,0.499,0.311,-0.704,0.423,0.809,0.316,-0.19,0.326,12
4220,0.349,0.518,0.797,0.68,-1.007,0.504,0.007,0.409,0.58,0.34,1,0.229,12
4221,-1.269,0.438,-0.284,0.461,0.581,0.333,0.579,0.357,-1.067,0.599,-0.917,0.466,12
4222,0.655,0.591,-0.689,0.477,0.477,0.312,0.559,0.37,0.213,0.383,0.293,0.276,12
4224,1.005,0.65,0.914,0.701,-0.538,0.406,-0.632,0.453,0.193,0.388,-0.012,0.327,12
4226,-0.027,0.487,-0.481,0.473,-0.171,0.366,0.821,0.32,-1.399,0.647,-1.234,0.55,12
4229,-0.022,0.49,0.21,0.571,-0.555,0.424,-0.302,0.437,-0.079,0.43,0.892,0.243,12
4230,-0.286,0.976,-0.305,0.51,0.037,0.984,0.772,0.953,0.233,0.387,1.811,0.206,12
4233,0.386,0.541,0.927,0.704,0.247,0.332,0.579,0.365,-1.25,0.621,-1.117,0.516,12
4235,0.847,0.626,0.122,0.985,-0.857,0.479,1.295,0.292,-0.146,0.987,0.303,0.962,12
4238,-0.13,0.482,0.016,0.493,1.055,0.31,0.7,0.358,0.869,0.299,0.304,0.274,12
4240,-0.106,0.976,-0.345,0.478,-0.025,0.985,0.244,0.957,-0.294,0.46,0.338,0.273,12
4241,-0.558,0.465,0.169,0.534,0.757,0.3,0.491,0.369,1.206,0.28,0.112,0.293,12
4242,-0.001,0.49,-0.144,0.513,-0.546,0.427,-0.759,0.447,0.295,0.374,0.126,0.297,12
4243,0.739,0.604,0.918,0.702,1.32,0.304,-0.515,0.438,-0.147,0.429,-0.802,0.423,12
10134,-0.468,0.461,-0.234,0.483,0.61,0.31,0.127,0.401,-0.187,0.441,-0.685,0.416,17
10091,-0.222,0.47,-0.95,0.444,-0.419,0.412,0.456,0.36,0.018,0.399,-0.293,0.348,17
10105,1.314,0.717,0.989,0.716,-1.743,0.653,-1.68,0.534,-0.509,0.49,-0.362,0.357,17
10150,0.442,0.549,0.102,0.983,-0.321,0.375,-0.374,0.419,-0.076,0.986,-0.126,0.965,17
4251,0.125,0.503,0.186,0.535,0.959,0.302,0.179,0.398,0.907,0.304,0.637,0.256,17
4253,0.014,0.489,0.858,0.691,0.324,0.326,-0.144,0.419,-0.854,0.546,-0.559,0.389,17
4254,0.369,0.539,0.832,0.686,0.653,0.317,-0.378,0.435,0.689,0.325,0.101,0.292,17
10094,1.146,0.681,-0.544,0.451,-1.638,0.633,-1.52,0.505,-0.081,0.417,-0.064,0.318,17
4256,0.316,0.907,0.537,0.613,-0.539,0.414,-0.142,0.416,-0.84,0.545,-0.991,0.48,17
10233,0.873,0.652,0.128,0.978,-0.372,0.944,-0.12,0.934,-0.083,0.424,0.267,0.278,17
10166,0.184,0.507,0.872,0.693,1.228,0.308,-0.492,0.437,-0.129,0.443,-0.818,0.433,17
10118,1.197,0.691,1.012,0.72,-1.405,0.59,-0.681,0.426,-0.434,0.481,-1.024,0.482,17
4260,0.336,0.519,0.082,0.528,0.282,0.335,-1.148,0.495,0.936,0.29,0.373,0.271,17
4262,-0.645,0.464,0.431,0.597,0.694,0.316,-0.253,0.417,-0.178,0.431,-0.384,0.352,17
4263,0.468,0.529,0.175,0.983,-1.518,0.612,-1.439,0.52,-0.267,0.988,-0.374,0.969,17
4264,-0.37,0.469,-0.044,0.974,-1.107,0.521,-0.812,0.456,-0.566,0.498,0.202,0.278,17
10111,-1.736,0.451,-1.491,0.49,0.475,0.311,0.919,0.317,0.772,0.325,1.374,0.218,17
4267,-2.639,0.505,-0.8,0.449,2.836,0.387,1.325,0.31,1.184,0.286,1.699,0.211,17
10181,0.242,0.501,0.816,0.683,-0.301,0.38,-0.401,0.415,0.026,0.411,0.488,0.257,17
10108,0.094,0.515,-1.146,0.481,1.426,0.31,1.414,0.278,-0.694,0.516,-0.102,0.319,17
4270,-0.494,0.46,-0.824,0.439,0.443,0.31,0.182,0.374,0.391,0.354,0.343,0.275,17
4272,0.801,0.614,-0.179,0.51,0.009,0.358,-0.147,0.429,0.546,0.341,0.354,0.258,17
4274,-0.111,0.976,-0.507,0.459,-0.002,0.985,0.162,0.958,-0.273,0.45,0.141,0.297,17
4275,0.763,0.607,0.385,0.591,0.581,0.299,-0.117,0.42,0.229,0.381,-0.046,0.309,17
4276,-0.334,0.465,0.071,0.496,-0.09,0.368,-0.382,0.423,-0.868,0.557,-1.2,0.527,17
4277,-0.203,0.476,-1.199,0.439,-0.714,0.449,-0.035,0.406,0.112,0.393,0.036,0.308,17
10119,0.273,0.512,0.089,0.564,0.171,0.361,-1.146,0.494,0.838,0.312,0.013,0.307,17
10163,-2.206,0.47,0.595,0.646,1.331,0.304,0.798,0.343,0.343,0.371,0.531,0.263,17
10133,0.311,0.533,-0.595,0.44,-0.295,0.378,1.092,0.284,-0.287,0.463,0.443,0.268,17
4281,0.677,0.596,-2.244,0.546,-0.7,0.455,0.909,0.341,1.078,0.277,1.236,0.224,17
10123,-1.059,0.441,0.457,0.601,0.304,0.33,0.35,0.389,-1.338,0.646,-1.323,0.569,17
10143,-0.617,0.465,-0.66,0.484,-0.221,0.374,-0.16,0.399,-0.578,0.499,-0.329,0.35,17
10180,0.732,0.603,0.814,0.683,-0.004,0.361,1.636,0.284,0.538,0.333,0.96,0.221,17
10160,0.267,0.529,-0.759,0.473,0.31,0.318,0.635,0.365,0.734,0.324,0.453,0.278,17
4286,-0.041,0.913,-0.006,0.992,0.221,0.328,-0.173,0.415,0.031,0.986,-0.05,0.967,17
4287,1.051,0.659,0.492,0.605,-0.763,0.467,-0.701,0.448,-1.39,0.663,-1.47,0.604,17
10158,-0.523,0.465,-0.204,0.468,0.499,0.309,-0.035,0.409,-0.429,0.479,-0.788,0.431,17
10097,-0.065,0.485,-0.919,0.476,-0.108,0.378,0.327,0.38,0.474,0.356,1.049,0.232,17
10113,-0.413,0.471,-0.408,0.471,-0.376,0.404,0.499,0.38,0.219,0.38,-0.012,0.305,17
4291,0.165,0.505,0.871,0.693,1.144,0.311,0.18,0.395,0.061,0.39,-0.892,0.448,17
10106,0.382,0.524,-0.202,0.462,-0.916,0.49,0.656,0.351,-1.477,0.658,-1.247,0.556,17
4293,0.837,0.623,0.15,0.985,-0.152,0.37,0.102,0.418,-0.066,0.986,-0.037,0.966,17
4294,0.371,0.539,-0.854,0.448,-0.261,0.388,-0.259,0.425,-0.334,0.462,0.106,0.294,17
4296,0.808,0.615,-0.896,0.439,-0.252,0.367,-0.192,0.414,-0.871,0.546,-0.511,0.374,17
10135,1.084,0.666,0.954,0.709,-0.972,0.487,-0.68,0.437,-0.792,0.532,-0.298,0.339,17
4299,-0.567,0.465,0.278,0.558,0.935,0.306,0.434,0.379,0.569,0.338,-0.104,0.314,17
10174,-0.826,0.454,-0.197,0.477,-0.029,0.346,0.788,0.347,0.554,0.344,0.876,0.242,17
4301,0.318,0.534,-0.024,0.51,0.562,0.303,0.363,0.392,-1.304,0.642,-1.343,0.572,17
4302,0.155,0.499,0.013,0.983,-0.065,0.356,0.417,0.38,-0.011,0.985,0.101,0.964,17
4304,0.2,0.507,-0.549,0.495,-0.173,0.35,-0.341,0.412,1.77,0.253,2.121,0.203,17
10203,-0.14,0.482,-0.01,0.982,0.549,0.311,-0.706,0.439,0.074,0.985,-0.194,0.966,17
4306,0.088,0.99,0.087,0.988,-0.024,0.988,-0.225,0.964,-0.148,0.422,-0.57,0.392,17
4307,0.064,0.495,0.067,0.983,-1.073,0.517,-0.805,0.455,-0.171,0.987,-0.186,0.966,17
4308,0.742,0.604,-0.515,0.496,0.254,0.321,0.194,0.402,-0.375,0.465,-0.592,0.384,17
4309,0.197,0.499,0.136,0.569,-0.439,0.412,0.723,0.36,-1.243,0.609,-0.927,0.47,17
4310,-0.567,0.457,-0.092,0.982,-0.197,0.379,-0.141,0.414,0,0.985,0.016,0.965,17
10102,0.04,0.491,0.807,0.682,-0.151,0.365,0.097,0.402,0.549,0.335,0.21,0.287,17
10138,-1.249,0.438,0.222,0.553,0.611,0.298,-0.034,0.403,0.295,0.377,0.492,0.267,17
4314,0.082,0.99,0.09,0.988,-0.1,0.989,-0.101,0.964,-0.582,0.513,-0.524,0.385,17
4315,0.204,0.524,-0.967,0.472,0.707,0.304,0.525,0.327,0.573,0.348,1,0.225,17
10175,-1.288,0.439,-0.347,0.973,0.885,0.306,-0.06,0.414,1.17,0.284,0.73,0.249,17
4318,0.5,0.569,-0.075,0.496,1.912,0.319,0.838,0.338,0.518,0.329,-0.038,0.309,17
4319,1.242,0.701,0.965,0.711,-1.677,0.64,-1.173,0.495,-0.707,0.521,-0.09,0.32,17
4320,-0.183,0.976,-0.013,0.494,0.081,0.983,0.492,0.953,0.604,0.333,1.425,0.21,17
4321,0.983,0.646,0.847,0.689,-0.599,0.403,-0.614,0.423,0.949,0.305,0.948,0.237,17
10171,0.661,0.591,-0.643,0.446,0.386,0.312,0.316,0.393,0.828,0.311,1.31,0.217,17
4324,0.235,0.981,0.877,0.699,-0.079,0.985,-0.312,0.963,-0.044,0.411,-0.592,0.398,17
10129,0.773,0.61,0.888,0.697,1.039,0.307,-0.647,0.442,0.303,0.369,-0.268,0.33,17
10157,0.367,0.541,0.051,0.983,-0.098,0.358,0.436,0.378,-0.027,0.985,0.089,0.964,17
10156,0.94,0.638,0.3,0.543,-0.347,0.399,-0.533,0.454,-0.696,0.52,-0.784,0.432,17
10227,-1.335,0.452,0.009,0.556,1.037,0.302,-0.251,0.416,-0.003,0.416,-0.369,0.355,17
10112,-0.05,0.488,-0.305,0.513,-0.484,0.423,0.161,0.403,0.011,0.404,-0.058,0.314,17
10147,-0.668,0.457,-0.678,0.499,0.159,0.344,2.134,0.266,-0.548,0.491,0.692,0.252,17
10124,0.77,0.609,0.842,0.688,0.197,0.339,0.657,0.322,-0.221,0.447,0.686,0.252,17
4332,0.776,0.613,0.123,0.985,0.124,0.325,0.357,0.367,-0.018,0.985,0.027,0.964,17
4333,0.247,0.981,0.887,0.701,-0.137,0.986,-0.271,0.965,-0.378,0.469,-0.678,0.415,17
4334,0.761,0.607,-1.102,0.438,-0.171,0.375,-0.194,0.421,0.399,0.36,0.558,0.258,17
10139,1.06,0.664,-0.619,0.44,-1.593,0.624,-0.861,0.479,-0.541,0.494,0.324,0.269,17
10122,-1.016,0.445,-0.857,0.439,-0.659,0.447,1.449,0.268,0.072,0.392,0.298,0.281,17
10179,0.113,0.495,0.794,0.679,0.835,0.294,0.118,0.402,0.347,0.366,0.366,0.274,17
10140,1.026,0.655,1.019,0.721,-0.715,0.44,0.014,0.401,-1.451,0.666,-1.402,0.591,17
10132,-0.354,0.47,-1.628,0.477,0.431,0.331,0.78,0.345,-0.53,0.485,-0.393,0.361,17
4340,0.904,0.632,-0.264,0.467,-0.641,0.448,-0.193,0.423,0.507,0.34,0.121,0.284,17
4341,-0.293,0.467,0.187,0.549,0.522,0.328,1.314,0.309,-1.002,0.563,-0.539,0.387,17
4342,0.189,0.523,-1.073,0.447,1.068,0.3,-0.226,0.412,1.551,0.265,1.638,0.21,17
10167,0.333,0.519,-0.147,0.47,-0.059,0.344,-0.07,0.392,-1.334,0.648,-1.367,0.579,17
10161,-1.677,0.46,-0.405,0.464,1.554,0.312,1.115,0.32,1.033,0.291,0.991,0.238,17
4345,0.153,0.497,-0.745,0.439,-0.186,0.372,-0.141,0.408,0.137,0.394,0.388,0.273,15
4346,0.777,0.609,-0.49,0.473,0.199,0.32,-0.304,0.433,0.469,0.338,-0.086,0.318,15
4347,-0.248,0.481,-0.643,0.44,0.831,0.309,1.13,0.32,0.617,0.341,1.245,0.223,15
4348,-0.147,0.481,0.31,0.561,1.451,0.305,0.562,0.369,-0.669,0.514,-0.243,0.325,15
4349,0.645,0.57,0.193,0.576,-0.93,0.49,-2.122,0.598,-0.939,0.585,-1.454,0.585,15
10202,0.389,0.524,0.22,0.537,-0.057,0.348,-1.444,0.521,0.596,0.342,0.42,0.265,15
10192,-0.29,0.466,-0.45,0.452,-0.584,0.408,-0.945,0.467,-0.65,0.504,-1.139,0.507,15
4353,0.443,0.547,0.832,0.686,-0.393,0.389,0.308,0.375,0.396,0.354,0.42,0.262,15
4354,0.103,0.494,-0.207,0.514,0.59,0.317,0.274,0.384,-0.3,0.447,-0.613,0.392,15
4355,0.666,0.593,-1.076,0.495,0.69,0.326,0.114,0.41,-1.243,0.634,-1.34,0.57,15
10232,-0.865,0.455,-1.323,0.451,0.783,0.291,-0.05,0.407,0.975,0.303,0.606,0.247,15
4357,0.862,0.629,0.145,0.985,-0.591,0.442,0.616,0.376,-0.121,0.986,0.112,0.964,15
4358,0.164,0.505,0.061,0.526,0.733,0.296,-0.337,0.411,0.765,0.313,0.609,0.252,15
4360,1.037,0.659,-0.108,0.534,-1.358,0.58,-0.615,0.444,1.422,0.264,1.063,0.231,15
10206,1.146,0.681,-0.231,0.475,-1.604,0.627,-1.402,0.51,0.293,0.369,0.294,0.272,15
4363,0.111,0.511,-0.174,0.478,-0.873,0.479,0.63,0.369,1.021,0.294,1.512,0.213,15
10211,-1.403,0.458,-0.423,0.482,0.642,0.314,-0.078,0.413,0.609,0.333,0.055,0.292,15
10207,0.449,0.53,0.261,0.54,-1.087,0.518,-0.254,0.429,-0.841,0.538,-0.267,0.337,15
4366,-0.94,0.453,-0.147,0.512,1.77,0.309,0.408,0.386,0.405,0.349,-0.034,0.307,15
10230,-0.577,0.454,0.235,0.538,0.258,0.305,0.764,0.276,-1.369,0.646,-1.273,0.558,15
4369,-0.677,0.455,-0.165,0.982,0.065,0.335,1.065,0.323,0.064,0.985,0.338,0.962,15
10205,-0.308,0.466,-0.495,0.456,-0.641,0.44,-0.779,0.448,0.196,0.384,-0.093,0.319,15
10221,-0.062,0.476,0.37,0.589,-0.212,0.366,-0.285,0.43,-0.883,0.549,-0.54,0.382,15
4372,1.014,0.654,0.377,0.568,-1.251,0.56,0.201,0.407,0.241,0.38,0.172,0.28,15
4373,0.453,0.548,-0.23,0.481,-0.432,0.417,-0.716,0.436,-0.232,0.449,-0.092,0.32,15
4374,1.178,0.686,0.896,0.699,-1.186,0.541,-1.742,0.552,0.457,0.346,0.68,0.251,15
4375,-0.555,0.457,-0.243,0.506,0.179,0.337,1.043,0.314,0.281,0.353,-0.533,0.386,15
4377,0.044,0.985,0.219,0.541,-0.025,0.995,-0.024,0.996,-0.029,0.994,-0.036,0.99,15
4378,0.708,0.599,-0.435,0.453,0.312,0.336,-0.156,0.429,1.651,0.261,1.759,0.225,15
4379,0.525,0.556,0.13,0.57,-0.593,0.437,-1.205,0.482,-0.131,0.982,-0.343,0.962,15
4382,0.845,0.621,0.255,0.576,0.178,0.338,-0.815,0.461,1.191,0.277,0.717,0.245,15
10223,-0.325,0.474,-0.069,0.982,-0.022,0.363,0.272,0.394,0.019,0.985,0.1,0.964,15
4385,0.771,0.588,0.342,0.546,-1.762,0.658,-2.278,0.621,-1.389,0.675,-1.638,0.643,15
10209,-0.554,0.466,-0.902,0.473,-0.257,0.381,1.045,0.328,1.024,0.294,1.06,0.232,15
10198,-0.688,0.457,-1.39,0.467,0.504,0.319,1.487,0.289,0.788,0.317,0.545,0.251,15
10208,-0.348,0.464,0.318,0.857,-0.759,0.453,-0.145,0.428,0.233,0.383,0.817,0.246,15
4392,1.208,0.692,0.454,0.6,-1.241,0.551,-2.064,0.591,-0.436,0.493,-0.367,0.355,15
10215,0.742,0.604,0.069,0.54,0.426,0.324,-0.09,0.424,0.649,0.331,0.738,0.244,15
4395,-0.2,0.472,-0.185,0.491,-0.473,0.416,0.205,0.402,-0.578,0.497,-0.187,0.331,15
4403,-0.809,0.451,0.18,0.534,-0.369,0.408,1.346,0.296,-0.872,0.538,-0.076,0.323,15
4404,0.111,0.496,0.076,0.975,0.656,0.313,0.137,0.514,-0.612,0.506,-0.527,0.375,15
10222,0.064,0.493,0.494,0.607,-0.512,0.398,-1.497,0.532,-0.146,0.982,-0.441,0.964,15
10229,-0.371,0.47,0.321,0.583,1.29,0.301,1.179,0.313,-0.762,0.525,-0.252,0.328,15
4409,-1.17,0.452,0.639,0.653,0.261,0.334,0.963,0.307,0.991,0.303,1.277,0.225,15
4411,0.181,0.981,0.853,0.694,-0.141,0.986,-0.06,0.96,-0.376,0.476,-0.21,0.336,15
4412,0.502,0.556,0.122,0.984,-0.878,0.489,-0.282,0.432,-0.158,0.987,-0.089,0.966,15
4413,1.024,0.653,-0.524,0.506,-0.727,0.423,-1.435,0.505,-0.871,0.563,-1.317,0.552,15
4414,1.368,0.728,1.031,0.724,-1.786,0.663,-1.938,0.565,-0.766,0.535,-0.863,0.431,15
10200,-0.443,0.47,0.318,0.583,0.241,0.35,0.526,0.374,-0.704,0.517,-0.062,0.317,15
10214,-0.112,0.483,0.394,0.593,0.789,0.315,0.868,0.339,0.726,0.32,0.984,0.234,15
4422,-0.744,0.453,0.811,0.683,1.244,0.311,0.068,0.397,-0.5,0.507,-1.102,0.5,15
10199,-1.711,0.447,-0.784,0.465,0.283,0.318,-0.393,0.416,0.622,0.33,0.574,0.262,15
4426,0.228,0.526,-1.71,0.48,-0.175,0.385,1.369,0.297,0.098,0.392,0.573,0.259,15
10224,0.55,0.576,-0.65,0.5,0.779,0.317,1.343,0.304,0.961,0.301,1.226,0.22,15
10220,-1.828,0.452,-0.737,0.452,0.544,0.311,0.881,0.278,-0.579,0.497,0.247,0.274,15
4430,-0.085,0.482,0.269,0.541,-0.066,0.357,-0.049,0.413,-1.347,0.65,-1.373,0.581,15
4433,-1.973,0.456,-1.108,0.451,-0.892,0.494,0.399,0.371,0.971,0.291,0.99,0.228,15
4435,-0.015,0.488,0.769,0.675,0.032,0.353,0.857,0.282,1.267,0.278,0.598,0.257,15
4436,0.206,0.524,-0.236,0.512,0.757,0.316,1.252,0.291,-0.542,0.492,0.352,0.273,15
4438,0.659,0.573,0.933,0.705,-1.433,0.593,-0.896,0.457,-0.406,0.469,-0.533,0.383,15
4439,0.699,0.598,0.064,0.671,0.506,0.331,0.62,0.355,0.218,0.376,0.151,0.288,15
10194,-0.986,0.454,-1.319,0.444,0.989,0.311,-0.365,0.437,0.048,0.409,0.061,0.297,15
4441,-0.272,0.464,0.122,0.545,-0.806,0.435,-1.354,0.499,-1.331,0.657,-1.505,0.61,15
4442,-0.475,0.912,-0.135,0.992,1.178,0.318,0.578,0.378,0.204,0.986,0.156,0.966,15
10226,0.155,0.505,-1.347,0.444,0.558,0.314,0.599,0.36,0.436,0.348,0.383,0.272,15
10212,-1.213,0.447,0.232,0.554,1.132,0.305,0.243,0.369,0.902,0.306,0.058,0.295,15
4446,0.003,0.49,0.003,0.982,-0.058,0.35,-0.039,0.413,-0.009,0.985,-0.009,0.965,15
4447,0.12,0.979,0.272,0.581,-0.004,0.985,-0.281,0.963,0.07,0.404,-0.551,0.392,15
10228,0.121,0.495,-0.147,0.502,0.307,0.32,0.27,0.397,-0.498,0.487,-0.151,0.331,15
4449,-1.335,0.438,-1.37,0.714,1.105,0.307,0.018,0.404,-0.676,0.518,-0.316,0.349,15
10219,0.059,0.493,0.37,0.567,1.109,0.315,0.895,0.329,-1.297,0.639,-1.31,0.565,15
4451,0.009,0.491,-0.11,0.533,-0.847,0.482,-0.246,0.428,-0.465,0.475,-0.195,0.327,15
4452,-0.771,0.455,-0.819,0.468,-0.314,0.374,0.069,0.398,0.867,0.306,1.079,0.225,15
4453,-0.518,0.46,-0.157,0.503,0.901,0.313,0.961,0.339,-0.638,0.517,-0.993,0.48,15
4454,0.304,0.515,0.555,0.64,-1.119,0.536,-0.13,0.412,5.139,0.417,4.686,0.434,15
10225,-0.158,0.48,-0.135,0.533,0.482,0.308,-0.316,0.421,0.084,0.981,-0.073,0.959,15
4458,-0.216,0.976,-1.223,0.439,0.129,0.984,0.042,0.958,0.082,0.402,-0.043,0.311,15
10195,-0.312,0.476,0.192,0.617,1.648,0.307,0.811,0.35,-0.024,0.419,0.777,0.245,15
4460,0.121,0.511,0.885,0.696,0.428,0.32,-0.327,0.436,-0.131,0.426,-0.973,0.466,15
4461,0.436,0.546,-0.58,0.503,-0.686,0.448,-0.102,0.403,-0.917,0.551,-0.479,0.369,15
4463,-1.232,0.447,-0.277,0.982,0.953,0.306,0.844,0.324,0.218,0.985,0.297,0.962,15
4466,1.026,0.655,0.958,0.71,-0.634,0.435,-0.288,0.418,0.305,0.36,-0.71,0.427,15
4468,-0.447,0.466,0.313,0.582,0.052,0.349,-0.78,0.468,0.372,0.338,0,0.301,15
4469,-0.399,0.468,-0.726,0.44,0.483,0.32,-0.567,0.435,-0.422,0.475,-0.232,0.329,15
4470,0.595,0.565,0.136,0.53,-1.289,0.598,-0.608,0.439,-1.435,0.665,-1.407,0.591,15
4471,-0.054,0.486,-0.287,0.487,0.346,0.324,0.12,0.384,-0.184,0.44,-0.05,0.31,15
4472,1.084,0.669,-0.357,0.489,-1.534,0.614,-0.838,0.476,-0.469,0.478,-0.061,0.303,15
4473,-0.563,0.462,0.255,0.575,1.479,0.309,0.853,0.325,0.906,0.306,0.753,0.246,15
