ff_id,SC15,SC15_SE,SC9,SC9_SE,Int15,Int15_SE,Ext15,Ext15_SE,Int9,Int9_SE,Ext9,Ext9_SE,city
1427,-0.873,0.451,-0.124,0.513,-0.478,0.422,-1.241,0.494,2.14,0.238,1.201,0.213,5
1428,-1.061,0.442,0.171,0.566,-0.435,0.409,0.76,0.344,2.105,0.241,2.288,0.201,5
1430,0.621,0.569,0.863,0.692,-1.476,0.6,-0.672,0.457,-0.183,0.435,0.52,0.266,5
1431,-0.753,0.455,0.201,0.536,0.527,0.308,-0.456,0.411,0.038,0.403,-0.776,0.427,5
1432,0.905,0.631,-0.488,0.471,-0.198,0.359,-0.95,0.473,-0.762,0.537,-1.238,0.531,5
1433,0.41,0.528,0.113,0.983,-0.565,0.399,-0.677,0.465,-0.115,0.986,-0.197,0.967,5
1435,0.981,0.65,0.217,0.986,-0.678,0.435,-0.64,0.45,-0.161,0.986,-0.23,0.967,5
1437,-0.79,0.445,-0.518,0.478,-0.072,0.367,1.32,0.268,0.554,0.341,0.888,0.24,5
1438,-0.311,0.469,-0.093,0.517,-1.41,0.592,-1.433,0.523,-0.196,0.983,-0.296,0.962,5
1439,1.073,0.664,0.561,0.614,-0.84,0.47,-1.07,0.475,-0.105,0.426,-0.409,0.36,5
1440,-0.492,0.458,0.896,0.698,-1.518,0.612,-2.17,0.606,-0.923,0.574,-1.399,0.572,5
1441,1.171,0.685,0.97,0.712,-1.426,0.593,-0.607,0.43,-0.218,0.432,-0.435,0.361,5
1442,-1.339,0.461,-1.246,0.463,-0.603,0.419,-0.545,0.45,-0.286,0.457,0.396,0.273,5
1443,1.279,0.709,1.005,0.719,-1.642,0.635,-1.352,0.516,-0.666,0.52,-0.664,0.409,5
1445,0.245,0.981,0.892,0.702,-0.24,0.988,-0.123,0.965,-0.968,0.569,-0.662,0.41,5
1446,0.449,0.55,0.086,0.984,-0.751,0.456,0.311,0.39,-0.126,0.986,0.07,0.964,5
1447,0.906,0.633,0.832,0.687,-0.432,0.405,-0.023,0.424,0.644,0.336,1.069,0.228,5
1448,0.106,0.502,0.053,0.495,1,0.312,0.636,0.368,-0.439,0.477,-0.337,0.339,5
1449,0.934,0.637,-0.648,0.44,-0.639,0.444,-1.049,0.489,0.509,0.341,0.192,0.27,5
1450,1.197,0.691,0.123,0.531,-1.577,0.623,-1.126,0.47,-1.419,0.673,-1.472,0.607,5
1451,0.741,0.584,0.406,0.571,-1.784,0.66,-2.125,0.601,-0.815,0.541,-0.526,0.366,5
1452,-0.392,0.467,0.074,0.563,-0.285,0.382,0.34,0.457,-0.845,0.539,-0.293,0.344,5
1453,-0.93,0.44,-1.095,0.532,-1.335,0.575,-1.048,0.488,-0.686,0.517,-0.077,0.316,5
1454,0.989,0.647,0.874,0.694,-0.198,0.37,-1.447,0.522,0.395,0.361,0.565,0.256,5
1455,0.699,0.598,0.815,0.683,0.988,0.304,-0.043,0.405,0.156,0.397,0.861,0.239,5
1456,0.85,0.622,0.989,0.716,0.359,0.323,0.119,0.402,-1.344,0.653,-1.425,0.593,5
1457,-0.485,0.471,-0.652,0.44,-0.94,0.502,0.535,0.364,2.119,0.244,1.429,0.217,5
1458,0.505,0.538,0.163,0.983,-1.172,0.534,-1.167,0.484,-0.215,0.987,-0.316,0.967,5
1459,1.048,0.66,-0.592,0.451,-1.169,0.528,-1.048,0.468,-0.508,0.476,-0.799,0.427,5
1461,-0.96,0.457,-0.216,0.982,1.569,0.309,0.182,0.39,0.28,0.985,0.078,0.964,5
1462,0.15,0.497,-0.848,0.44,-0.122,0.366,0.245,0.388,-0.58,0.502,-0.986,0.477,5
1463,1.052,0.661,-0.179,0.483,-1.38,0.584,-0.303,0.402,-0.771,0.528,-0.717,0.422,5
1464,-0.603,0.454,0.711,0.665,-0.295,0.381,-1.272,0.491,1.204,0.283,0.995,0.231,5
1465,0.258,0.51,-0.223,0.475,-0.067,0.351,-0.255,0.425,-1.319,0.647,-1.385,0.583,5
1468,-0.715,0.454,-0.161,0.982,0.965,0.315,0.254,0.405,0.181,0.985,0.096,0.964,5
1469,-0.159,0.47,0.791,0.679,0.097,0.346,0.498,0.378,-0.229,0.439,0.248,0.281,5
1470,0.966,0.642,0.142,0.533,-0.198,0.361,-1.628,0.535,-0.256,0.451,-0.128,0.316,5
1471,-0.458,0.47,-0.338,0.485,-1.169,0.527,-1.693,0.539,-0.928,0.56,-0.771,0.406,5
1475,-0.5,0.459,0.731,0.668,0.457,0.329,0.426,0.385,0.499,0.352,0.628,0.253,5
1476,-0.871,0.454,-0.291,0.503,1.252,0.309,-0.51,0.465,1.119,0.288,0.27,0.273,5
1478,0.691,0.596,-0.285,0.496,0.176,0.346,0.75,0.35,-0.032,0.412,0.849,0.243,5
1479,0.012,0.977,0.207,0.538,0.012,0.984,0.028,0.957,0.2,0.39,0.2,0.288,5
1481,-0.179,0.485,-0.1,0.982,0.246,0.344,1.603,0.29,0.072,0.985,0.435,0.962,5
1482,1.062,0.662,-0.041,0.519,-0.869,0.483,-1.627,0.54,0.065,0.41,-0.029,0.31,5
1484,-1.551,0.427,0.662,0.657,-0.247,0.349,-0.159,0.385,0.687,0.327,0.527,0.256,5
1487,-0.63,0.456,0.815,0.683,-0.782,0.467,-0.449,0.429,-0.459,0.477,-0.575,0.381,5
1489,-0.839,0.463,0.744,0.671,-0.437,0.414,1.419,0.274,-0.073,0.418,0.134,0.29,5
1490,1.244,0.701,0.033,0.525,-1.671,0.642,-1.542,0.536,-1.414,0.671,-1.53,0.619,5
1493,-0.483,0.462,0.271,0.558,0.874,0.3,1.107,0.309,0.365,0.357,0.193,0.279,5
1494,-1.385,0.443,-0.318,0.982,2.223,0.328,0.45,0.383,0.401,0.985,0.164,0.964,5
1497,-2.813,0.538,-1.52,0.444,0.987,0.303,2.329,0.277,0.5,0.35,2.011,0.205,5
1499,0.301,0.517,0.808,0.682,0.031,0.356,0.703,0.359,0.32,0.36,0.527,0.261,5
1501,-1.38,0.452,-1.325,0.438,0.871,0.304,-0.434,0.409,0.408,0.355,0.642,0.256,5
1502,-0.413,0.541,-1.1,0.466,-0.988,0.511,1.053,0.267,-0.171,0.427,0.207,0.29,5
1503,-0.614,0.457,-0.139,0.493,-1.269,0.592,-1.459,0.519,0.86,0.317,1.191,0.225,5
1505,-1.68,0.438,-1.701,0.469,1.192,0.301,0.829,0.34,0.905,0.302,0.756,0.247,5
1507,-0.595,0.457,-0.446,0.457,-1.508,0.607,-1.847,0.568,0.908,0.307,1.395,0.218,5
1508,0.504,0.535,0.963,0.71,-0.763,0.462,-0.858,0.453,-0.945,0.57,-1.291,0.548,5
1509,1.357,0.726,0.452,0.576,-1.799,0.667,-2.319,0.623,-0.263,0.453,-0.819,0.427,5
1510,0.356,0.984,0.957,0.714,-0.303,0.989,-0.382,0.976,-1.375,0.664,-1.451,0.61,5
1511,-0.132,0.481,0.817,0.683,0.353,0.302,0.306,0.381,-0.29,0.452,-0.19,0.327,5
1512,0.005,0.491,-0.26,0.48,-1.16,0.541,0.211,0.386,0.125,0.381,0.34,0.276,5
1513,1.127,0.677,0.376,0.591,-1.456,0.6,-0.461,0.436,-1.251,0.617,-1.025,0.488,5
1515,0.045,0.977,-0.176,0.512,-0.073,0.985,-0.122,0.963,-0.577,0.498,-0.61,0.396,5
1517,1.175,0.69,0.303,0.987,-1.31,0.559,-1.572,0.525,-0.278,0.988,-0.475,0.97,5
1518,0.723,0.601,0.813,0.683,0.276,0.323,1.095,0.302,0.156,0.39,0.995,0.23,5
1519,1.092,0.668,0.546,0.612,-1.037,0.508,-1.086,0.485,-0.076,0.42,-0.017,0.306,5
1521,-0.36,0.475,0.746,0.671,0.143,0.353,0.194,0.397,0.301,0.369,0.673,0.252,5
1522,0.006,0.492,-1.012,0.474,-1.18,0.546,-0.29,0.424,0.32,0.365,-0.073,0.317,5
1524,-0.225,0.476,0.525,0.61,-0.227,0.37,-0.636,0.445,-1.332,0.654,-1.453,0.598,5
1525,-0.984,0.447,-0.208,0.526,-0.449,0.365,-0.618,0.433,0.468,0.361,0.961,0.234,5
1526,0.151,0.98,0.83,0.69,-0.026,0.985,-0.125,0.957,0.296,0.364,0.002,0.298,5
1527,-0.312,0.469,-0.095,0.488,-1.453,0.597,-1.315,0.514,-0.859,0.547,-0.483,0.363,5
1528,0.032,0.486,0.916,0.701,-0.686,0.458,-0.851,0.453,-0.832,0.545,-1.236,0.532,5
1530,0.105,0.98,0.807,0.686,-0.041,0.985,0.037,0.956,0.23,0.375,0.327,0.271,5
1532,-0.161,0.473,-0.311,0.478,-0.16,0.382,0.811,0.339,1.456,0.27,1.405,0.216,5
1533,0.754,0.609,0.112,0.985,0.191,0.341,0.511,0.354,-0.005,0.985,0.068,0.964,5
1534,1.224,0.702,0.315,0.987,-1.632,0.638,-1.472,0.535,-0.325,0.989,-0.442,0.97,5
1535,0.076,0.493,-0.154,0.492,-0.61,0.433,-0.332,0.418,-0.259,0.454,-0.793,0.435,5
1537,-0.166,0.48,-0.344,0.493,0.095,0.346,0.184,0.397,2.084,0.24,1.249,0.225,5
1538,0.785,0.611,0.764,0.705,0.1,0.323,0.425,0.373,0.956,0.302,1.325,0.22,5
1540,-0.294,0.472,-0.086,0.982,0.446,0.301,0.598,0.36,0.09,0.985,0.17,0.963,5
1541,0.993,0.651,0.232,0.986,-0.53,0.398,-1.051,0.477,-0.148,0.986,-0.346,0.968,5
1542,-0.84,0.456,0.459,0.601,1.456,0.314,0.672,0.358,-1.245,0.634,-1.334,0.569,5
1543,0.29,0.517,0.059,0.983,0.433,0.319,-0.417,0.431,0.039,0.985,-0.149,0.966,5
1545,-0.329,0.976,-0.779,0.48,0.192,0.983,0.515,0.952,0.834,0.313,1.486,0.208,5
1548,0.261,0.502,0.943,0.706,-0.366,0.39,0.139,0.407,-1.416,0.659,-1.377,0.584,5
1549,0.525,0.556,0.278,0.579,-0.787,0.465,-0.83,0.427,-0.072,0.416,0.108,0.28,5
1550,-0.152,0.473,0.75,0.672,-0.84,0.473,0.427,0.359,1.037,0.301,0.976,0.235,5
1551,-0.155,0.484,0.017,0.536,0.638,0.318,0.346,0.373,1.346,0.272,0.721,0.244,5
1552,-0.401,0.462,0.006,0.556,-0.447,0.396,0.025,0.376,0.311,0.382,1.295,0.218,5
1553,0.938,0.639,-0.541,0.505,-1,0.5,0.128,0.39,-0.899,0.55,-0.933,0.47,5
1554,0.445,0.562,-0.939,0.439,2.051,0.326,0.621,0.366,0.653,0.323,0.009,0.305,5
1555,-0.752,0.456,0.695,0.662,-0.163,0.369,0.761,0.354,0.702,0.326,1.001,0.231,5
1557,0.059,0.977,0.054,0.526,0.072,0.984,-0.272,0.96,0.404,0.356,-0.384,0.362,5
1558,-0.548,0.466,-0.499,0.473,-0.418,0.419,1.557,0.291,0.301,0.367,1.026,0.225,5
1559,0.631,0.59,0.071,0.984,1.113,0.312,0.446,0.375,0.132,0.985,0.031,0.964,5
1561,0.123,0.511,0.832,0.686,-0.191,0.376,0.544,0.373,0.24,0.379,-0.073,0.311,5
1563,1.453,0.747,1.087,0.735,-1.863,0.68,-2.373,0.633,-1.032,0.6,-1.504,0.599,5
1565,-2.087,0.475,-0.444,0.982,1.25,0.311,1.005,0.278,0.309,0.985,0.401,0.961,5
1566,-0.733,0.456,0.401,0.593,-0.309,0.386,0.464,0.377,-0.275,0.446,0.343,0.272,5
1567,-1.072,0.447,-1.179,0.478,0.931,0.299,0.04,0.417,-1.203,0.628,-1.315,0.564,5
1568,0.166,0.507,0.005,0.983,0.443,0.311,0.37,0.39,0.061,0.985,0.071,0.964,5
1569,1.181,0.689,-0.358,0.453,-1.741,0.652,-1.71,0.553,-0.127,0.432,0.253,0.274,5
1571,-1.276,0.432,0.69,0.661,-1.327,0.574,-1.63,0.532,0.734,0.32,0.709,0.252,5
1572,-1.699,0.462,-1.958,0.5,0.482,0.313,0.491,0.375,1.433,0.269,0.937,0.239,5
1573,1.194,0.689,1.037,0.725,-1.181,0.527,-1.05,0.476,-1.044,0.593,-1.347,0.564,5
1576,0.508,0.572,-0.062,0.975,1.745,0.319,0.642,0.363,0.35,0.371,0.804,0.24,5
1577,-0.042,0.486,-0.944,0.464,0.249,0.336,-0.513,0.421,-0.003,0.426,-0.154,0.331,5
1578,-0.214,0.468,0.021,0.982,-1.307,0.572,-0.774,0.468,-0.188,0.988,-0.147,0.966,5
1579,-0.914,0.456,0.783,0.678,1.277,0.306,0.977,0.319,-0.395,0.463,-0.944,0.465,5
1580,-0.112,0.487,-0.054,0.982,-0.123,0.36,0.937,0.344,0.005,0.985,0.263,0.963,5
1582,0.86,0.624,-1.084,0.454,-0.433,0.387,-0.4,0.441,-1.321,0.646,-1.364,0.578,5
1583,-0.538,0.46,-0.188,0.577,0.369,0.311,1.303,0.295,1.185,0.28,2.316,0.203,5
1586,0.751,0.606,0.858,0.691,0.64,0.291,0.164,0.398,-0.245,0.447,0.327,0.266,5
1587,1.021,0.654,-0.087,0.505,-1.123,0.525,-0.463,0.435,-0.452,0.464,-0.406,0.351,5
1588,0.67,0.594,0.877,0.695,1.462,0.315,0.155,0.412,0.676,0.325,-0.419,0.356,5
1589,-0.85,0.447,-1.669,0.468,0.886,0.295,1.019,0.31,0.248,0.4,0.928,0.234,5
1591,-1.015,0.448,-1.455,0.489,-1.431,0.593,-1.785,0.561,1.153,0.289,1.683,0.207,5
1592,0.561,0.562,-0.051,0.539,-1.087,0.589,-0.656,0.461,-0.854,0.546,-1.17,0.52,5
1594,-0.584,0.457,0.057,0.561,-1.402,0.588,-1.382,0.521,-0.149,0.436,0.073,0.298,5
1596,-0.1,0.488,-0.009,0.982,0.535,0.318,-0.538,0.443,0.073,0.985,-0.152,0.966,5
1597,0.261,0.513,-0.417,0.458,0.308,0.316,-0.383,0.413,1.355,0.275,1.006,0.234,5
1598,0.192,0.498,-0.307,0.513,0.102,0.355,-1.151,0.478,0.231,0.377,0.27,0.285,5
1599,1.051,0.66,-0.348,0.477,-1.179,0.534,-1.062,0.479,0.276,0.383,-0.066,0.307,5
1601,0.453,0.548,0.106,0.497,-0.483,0.417,0.145,0.405,-0.935,0.562,-1.139,0.516,5
1602,-0.741,0.457,-0.133,0.982,-0.223,0.376,0.11,0.399,0.01,0.985,0.098,0.964,5
1604,-0.805,0.444,0.187,0.535,0.735,0.302,-0.916,0.462,0.408,0.357,-0.543,0.384,5
1605,-0.729,0.456,0.261,0.576,1.804,0.314,1.52,0.278,0.842,0.312,0.273,0.272,5
1606,0.929,0.64,0.203,0.985,-0.304,0.38,-0.735,0.446,-0.107,0.986,-0.263,0.967,5
1607,1.196,0.691,1.028,0.723,-1.429,0.595,-0.584,0.451,-0.91,0.553,-1.198,0.527,5
1608,0.182,0.5,0.022,0.983,-0.388,0.392,0.511,0.36,-0.057,0.986,0.134,0.963,5
1609,-1.741,0.448,0.654,0.655,0.781,0.308,0.9,0.343,0.198,0.376,0.215,0.285,5
1610,0.264,0.511,-0.107,0.514,-0.477,0.403,0.165,0.404,-0.034,0.413,-0.049,0.314,5
1611,1.049,0.662,0.266,0.986,-0.562,0.397,-1.63,0.546,-0.165,0.986,-0.504,0.971,5
1612,0.451,0.547,0.541,0.612,-0.354,0.393,0.315,0.341,-0.531,0.489,-0.982,0.475,5
1614,-1.934,0.465,-0.513,0.471,0.048,0.355,-0.317,0.429,1.389,0.265,1.167,0.226,5
1616,-1.43,0.462,-0.64,0.44,0.588,0.313,0.357,0.388,0.335,0.352,-0.444,0.364,5
1619,1.141,0.678,0.185,0.551,-1.073,0.522,-1.489,0.508,-0.619,0.5,-1.21,0.52,5
1620,-1.409,0.434,-0.599,0.455,1.403,0.303,0.217,0.396,1.033,0.291,0.518,0.263,5
1622,-2.516,0.497,0.137,0.563,2.253,0.331,1.209,0.314,0.791,0.317,0.706,0.238,5
1623,-0.979,0.445,-0.257,0.505,-0.677,0.448,1.272,0.298,-0.549,0.487,-0.409,0.363,5
1624,1.184,0.691,-0.495,0.462,-1.831,0.669,-2.011,0.588,0.542,0.345,1.131,0.227,5
1627,0.817,0.617,-0.803,0.479,-0.708,0.447,0.749,0.35,-0.467,0.481,-0.343,0.348,5
1629,-0.201,0.472,-0.03,0.982,-0.017,0.362,-0.16,0.432,0.006,0.985,-0.026,0.965,5
1630,-0.731,0.462,0.401,0.593,0.359,0.33,1.249,0.304,0.197,0.377,0.073,0.298,5
1632,-0.847,0.454,-0.207,0.5,0.194,0.331,1.135,0.276,0.099,0.391,0.155,0.286,5
1635,0.45,0.525,0.3,0.581,-1.342,0.576,-1.154,0.459,0.483,0.323,-0.482,0.367,5
1636,-0.957,0.45,0.689,0.661,1.6,0.308,1.62,0.287,0.547,0.332,0.42,0.268,5
1638,0.269,0.982,0.892,0.702,-0.027,0.985,-0.49,0.967,0.238,0.376,-0.838,0.445,5
1639,-0.882,0.455,0.746,0.671,1.488,0.305,1.214,0.312,-0.304,0.451,-0.32,0.346,5
1641,0.498,0.569,-1.035,0.443,1.553,0.307,0.551,0.375,0.413,0.35,0.209,0.281,5
1642,-0.07,0.483,-0.434,0.486,-1.048,0.521,0.452,0.365,0.817,0.314,0.5,0.256,5
1643,-0.151,0.473,0.091,0.983,-1.561,0.621,-2.106,0.605,-0.251,0.988,-0.499,0.972,5
1644,1.156,0.68,-0.174,0.508,-1.085,0.486,-1.932,0.568,-1.325,0.663,-1.6,0.632,5
1647,0.359,0.521,0.456,0.6,-0.221,0.376,-0.327,0.432,0.514,0.347,0.589,0.257,5
1649,-1.83,0.433,-0.213,0.483,1.48,0.31,-0.993,0.477,0.137,0.401,0.545,0.26,5
1650,-0.35,0.465,0.868,0.693,0.402,0.314,-0.275,0.426,-1.164,0.614,-1.197,0.53,5
1652,-0.099,0.979,0.689,0.665,0.255,0.983,0.266,0.952,2.02,0.24,1.783,0.211,5
1654,0.841,0.624,0.154,0.985,-0.13,0.366,0.015,0.406,-0.064,0.986,-0.061,0.965,5
1655,0.984,0.647,0.989,0.715,-0.573,0.42,0.201,0.401,-0.86,0.544,-1.128,0.511,5
1656,-0.282,0.464,-0.31,0.472,-0.962,0.496,-1.194,0.5,-1.342,0.656,-1.455,0.6,5
1657,-0.276,0.471,0.771,0.675,0.666,0.317,0.721,0.35,1.106,0.29,0.096,0.294,5
1659,0.158,0.505,-1.069,0.439,0.188,0.334,-0.276,0.412,1.598,0.26,1.172,0.229,5
1660,-1.333,0.447,-0.537,0.471,1.643,0.315,1.028,0.327,0.861,0.319,1.404,0.217,5
1661,-0.796,0.457,-0.143,0.982,0.744,0.293,-0.443,0.417,0.142,0.985,-0.076,0.965,5
1664,-0.695,0.457,-0.276,0.504,1.724,0.317,1.152,0.318,0.369,0.354,-0.024,0.312,6
1665,0.171,0.989,0.845,0.697,-0.096,0.997,-0.091,0.997,-0.111,0.996,-0.138,0.993,6
1666,-0.023,0.49,-0.225,0.481,1.771,0.317,0.774,0.317,-1.204,0.628,-1.323,0.565,6
1667,-0.11,0.482,0.877,0.694,0.465,0.327,-0.02,0.414,-0.616,0.52,-1.115,0.505,6
1668,0.873,0.625,0.091,0.542,0.004,0.336,-0.967,0.444,0.671,0.334,0.472,0.261,6
1670,0.651,0.59,-0.591,0.44,0.823,0.305,-0.198,0.411,0.051,0.412,0.57,0.263,6
1671,1.21,0.694,1.054,0.728,-1.406,0.624,-0.733,0.432,-1.476,0.676,-1.48,0.609,6
1672,-0.354,0.47,-1.201,0.438,0.364,0.318,0.574,0.46,1.455,0.267,1.863,0.201,6
1675,0.421,0.56,0.788,0.679,2.561,0.369,1.245,0.318,-0.286,0.459,0.601,0.244,6
1676,-0.625,0.9,-1.417,0.49,1.013,0.307,0.489,0.377,0.024,0.411,0.541,0.257,6
1677,0.458,0.549,-0.036,0.52,-0.811,0.472,0.421,0.388,-0.774,0.523,-0.664,0.405,6
1679,0.127,0.99,0.142,0.989,-0.179,0.99,-0.123,0.967,-1.035,0.581,-0.81,0.431,6
1680,-0.338,0.47,0.756,0.673,1.032,0.305,1.077,0.275,-0.479,0.484,0.417,0.266,6
1681,-0.056,0.977,-0.135,0.514,-0.013,0.985,0.146,0.957,-0.121,0.433,0.243,0.281,6
1682,0.778,0.61,-1.117,0.452,-0.406,0.404,0.376,0.382,-0.98,0.561,-0.555,0.384,6
1683,0.024,0.98,0.757,0.677,0.128,0.984,0.057,0.954,1.235,0.28,0.904,0.237,6
1685,0.024,0.492,-1.14,0.468,-0.992,0.5,-1.54,0.532,0.427,0.366,0.532,0.252,6
1686,1.04,0.659,-0.433,0.502,-1.319,0.556,-1.333,0.493,0.727,0.324,1.386,0.213,6
1687,-0.229,0.471,-1.451,0.479,0.061,0.35,0.856,0.33,0.164,0.391,1.03,0.232,6
1690,0.221,0.508,-0.14,0.479,-0.254,0.381,0.275,0.394,-0.067,0.425,0.558,0.251,6
1691,-0.106,0.498,-0.121,0.533,0.181,0.338,0.043,0.414,-0.72,0.526,-0.247,0.333,6
1692,1.26,0.706,-0.94,0.44,-1.837,0.674,-2.316,0.627,-1.349,0.666,-1.584,0.63,6
1693,1.212,0.699,0.31,0.987,-1.615,0.632,-1.39,0.493,-0.321,0.989,-0.42,0.969,6
1694,-0.21,0.471,0.07,0.562,0.493,0.319,1.388,0.275,-0.819,0.531,-0.154,0.318,6
1696,-0.192,0.976,-0.7,0.467,0.009,0.985,0.336,0.957,-0.273,0.459,0.503,0.265,6
1697,0.203,0.5,-0.495,0.497,-0.844,0.47,0.355,0.364,0.596,0.337,0.666,0.252,6
1698,-0.121,0.481,0.84,0.687,-0.314,0.402,1.688,0.287,-0.24,0.433,-0.519,0.383,6
1699,-0.181,0.479,0.188,0.535,0.211,0.323,0.9,0.342,-0.202,0.433,0.409,0.269,6
1701,-0.587,0.465,0.174,0.534,0.6,0.306,1.274,0.286,-0.64,0.506,0.185,0.288,6
1702,0.904,0.632,0.945,0.707,-0.186,0.382,0.141,0.408,-0.957,0.559,-0.596,0.391,6
1703,0.075,0.493,0.346,0.565,0.623,0.323,1.299,0.307,-1.039,0.571,-0.637,0.406,6
1704,0.56,0.561,0.839,0.688,-1.179,0.533,-0.422,0.439,-0.365,0.47,0.794,0.24,6
1706,-0.852,0.455,-0.862,0.455,0.736,0.31,0.6,0.363,1.099,0.286,-0.223,0.338,6
1708,-0.834,0.453,0.765,0.677,-0.75,0.468,-0.156,0.394,-0.16,0.983,-0.062,0.96,6
1710,-0.429,0.466,-0.179,0.501,-0.35,0.355,-0.875,0.438,0.356,0.367,0.063,0.296,6
1711,-2.052,0.461,-0.574,0.483,1.695,0.31,1.743,0.283,1.555,0.262,1.639,0.21,6
1712,-0.26,0.473,-0.487,0.485,0.145,0.326,-0.168,0.417,2.418,0.24,1.56,0.21,6
1713,-0.36,0.475,-1.072,0.439,1.903,0.313,0.893,0.327,1.253,0.278,1.86,0.205,6
1714,0.057,0.493,0.777,0.676,1.071,0.307,0.933,0.335,0.803,0.307,0.416,0.262,6
1715,0.704,0.601,0.09,0.984,0.443,0.316,0.702,0.332,0.037,0.985,0.115,0.963,6
1716,-0.259,0.466,0.866,0.692,-1.317,0.572,-1.284,0.496,-0.052,0.41,-0.806,0.433,6
1717,-0.666,0.458,-0.097,0.982,-1.118,0.537,0.063,0.403,-0.123,0.987,0.108,0.964,6
1719,0.268,0.915,-1.393,0.448,-1.337,0.582,-0.724,0.441,0.928,0.302,1.057,0.228,6
1720,-0.405,0.467,0.293,0.581,-0.064,0.347,-1.147,0.475,-1.276,0.65,-1.514,0.61,6
1721,0.683,0.595,0.252,0.54,0.474,0.326,1.101,0.321,-0.748,0.522,-0.083,0.31,6
1722,-0.795,0.455,0.283,0.559,0.363,0.319,0.745,0.337,-0.814,0.534,-0.262,0.34,6
1723,0.718,0.6,-1.154,0.438,-0.012,0.341,-0.114,0.411,0.446,0.36,0.949,0.238,6
1724,-0.167,0.469,-0.61,0.501,0.02,0.357,-0.258,0.411,-0.854,0.543,-0.534,0.368,6
1725,0.641,0.57,0.939,0.706,-1.122,0.515,-1.155,0.47,-0.309,0.448,-0.716,0.41,6
1726,1.134,0.678,0.991,0.716,-1.383,0.586,-0.168,0.411,-0.876,0.544,-0.746,0.418,6
1727,-0.842,0.455,-1.459,0.445,0.568,0.305,0.011,0.406,-0.588,0.502,-0.59,0.393,6
1728,0.389,0.541,-0.065,0.496,-0.046,0.326,-0.205,0.412,-0.089,0.421,0.029,0.295,6
1729,-0.067,0.49,-0.038,0.982,-0.671,0.456,1.053,0.31,-0.074,0.986,0.308,0.962,6
1730,1.088,0.666,0.406,0.571,-0.991,0.487,-1.183,0.48,-0.417,0.476,-0.308,0.335,6
1731,-0.81,0.455,0.71,0.665,0.613,0.316,0.842,0.276,0.371,0.362,0.535,0.256,6
1734,0.383,0.54,-0.613,0.451,-0.001,0.332,-0.469,0.41,0.152,0.389,-0.465,0.359,6
1735,-0.077,0.474,-0.481,0.478,-1.055,0.503,-1.43,0.506,-0.872,0.561,-1.268,0.542,6
1736,0.74,0.604,0.791,0.679,0.029,0.353,1.185,0.311,0.438,0.358,1.406,0.206,6
1738,1.185,0.692,0.315,0.987,-1.194,0.538,-1.9,0.571,-0.268,0.988,-0.567,0.972,6
1739,-1.295,0.453,-0.53,0.47,0.824,0.306,0.798,0.34,0.378,0.34,0.02,0.299,6
1741,1.201,0.697,0.304,0.987,-1.597,0.629,-1.31,0.514,-0.316,0.989,-0.398,0.969,6
1742,1.196,0.689,1.056,0.728,-1.029,0.497,-1.328,0.502,-1.4,0.672,-1.58,0.63,6
1744,1.03,0.655,0.968,0.711,-0.439,0.388,-0.953,0.468,-0.893,0.554,-0.685,0.4,6
1745,-2.032,0.468,-0.486,0.457,0.526,0.307,1.542,0.271,-0.238,0.436,0.412,0.262,6
1746,-1.127,0.436,-1.172,0.439,0.937,0.298,0.142,0.392,-0.448,0.481,-0.994,0.476,6
1748,0.22,0.508,0.049,0.495,0.025,0.321,0.158,0.397,0.247,0.363,0.072,0.301,6
1749,1.429,0.742,1.051,0.728,-1.825,0.673,-2.355,0.629,-0.498,0.49,-1.088,0.492,6
1751,-1.141,0.451,-0.512,0.452,2.168,0.33,-0.071,0.411,1.416,0.278,1.781,0.208,6
1752,-0.793,0.458,-1.225,0.477,0.101,0.352,0.828,0.333,-0.054,0.421,0.641,0.246,6
1753,-0.742,0.459,-1.223,0.454,-0.481,0.407,0.674,0.296,1.315,0.279,1.221,0.216,6
1754,0.024,0.487,-1.32,0.463,-1.526,0.61,-1.554,0.531,-0.449,0.479,-0.123,0.314,6
1755,-0.891,0.451,-0.165,0.479,-0.381,0.382,-0.717,0.455,-0.014,0.981,-0.1,0.959,6
1756,0.073,0.493,0.789,0.678,0.706,0.308,1.2,0.302,-0.18,0.431,0.445,0.268,6
1757,-0.247,0.976,-0.706,0.473,0.234,0.983,0.216,0.953,1.064,0.298,0.951,0.233,6
1758,0.121,0.495,0.316,0.65,0.109,0.333,1.104,0.32,-0.81,0.531,-0.124,0.327,6
1759,0.021,0.977,0.043,0.526,0.027,0.984,-0.089,0.958,0.169,0.381,-0.103,0.323,6
1760,0.275,0.503,0.808,0.682,-0.821,0.473,0.035,0.413,0.724,0.317,0.64,0.248,6
1761,0.418,0.522,-0.419,0.446,-1.121,0.525,-1.553,0.524,0.245,0.367,-0.862,0.442,6
1762,-0.023,0.487,0.25,0.539,0.173,0.333,0.581,0.371,-1.138,0.593,-0.902,0.456,6
1764,-2.18,0.449,0.241,0.574,1.931,0.327,1.566,0.291,1.297,0.278,1.241,0.225,6
1765,0.377,0.54,0.1,0.497,0.104,0.359,0.311,0.398,-0.991,0.578,-1.182,0.527,6
1767,0.413,0.522,-1.199,0.475,-1.235,0.539,-1.927,0.567,-0.843,0.559,-1.305,0.549,6
